Title,Alineamiento estatégico,Manejo de valor,Manejo de riesgo,Manejo de gobernanza,Otros,Monitoreo y control de portafolio
Bridging Equipment Reliability Data and Risk-Informed Decisions in a Plant Operation Context,8.04,15.47,13.32,14.41,12.53,15.88
Artificial Intelligence and Analytics for Better Decision-Making and Strategy Management,8.19,16.85,13.55,15.28,10.47,15.88
Corruption in Large Government Projects Not Only Inflates the Budget But Reduces Managerial Effectiveness,6.29,15.19,11.45,16.16,8.62,12.5
Technology in the Industrial Revolutions and Its Impact on the Key Performance Indicators of Organizations,7.89,17.4,15.42,22.27,12.94,15.54
Competency Model for Programming Courses in Information Technology Education (ITE) Programs from Industry Perspective: A Delphi Method,5.7,19.89,11.92,17.47,10.27,14.86
ARTIFICIAL INTELLIGENCE AND PROJECT MANAGEMENT. PROSPECTIVE ANALYSIS IN DECISION MAKING; [LA INTELIGENCIA ARTIFICIAL Y LA DIRECCIÓN DE PROYECTOS. ANÁLISIS PROSPECTIVO EN LA TOMA DE DECISIONES],5.12,14.64,10.98,17.03,10.88,14.19
Implementability of a Process Approach to Strategic Management in the Conditions of Digitalization,9.06,20.17,14.25,19.21,11.7,15.88
Fatigue Life Prediction of Reinforced Concrete Using Artificial Neural Network,7.02,16.02,11.45,17.47,10.27,14.19
Mapping Relevant Petroleum Engineering Skillsets for the Transition to Renewable Energy and Sustainable Energy,7.75,17.96,13.32,17.03,10.68,12.84
Evaluating the critical success factors of data intelligence implementation in the public sector using analytical hierarchy process,5.56,17.96,10.75,16.59,8.21,13.85
Empirically Derived Use Cases for Software Analytics,7.6,17.96,12.15,14.41,8.42,16.22
Strategic Design as an Effective Tool for Managing Digital Development of a Company,5.41,11.88,10.05,17.03,8.42,9.12
Alleviating Directional Well Trajectory Problems via Data Analytics,7.16,17.96,14.25,20.09,11.5,14.53
Wind Energy System: Data Analysis and Operational Management,6.73,15.47,13.55,17.47,10.47,13.85
"A Complete Overview of Analytics Techniques: Descriptive, Predictive, and Prescriptive",8.04,16.57,13.08,17.03,11.5,15.88
OpenCEMS: An Open Solution for Easy Data Management in Connected Environments,6.29,13.26,11.45,15.72,9.24,11.15
Can big data analytics help organisations achieve sustainable competitive advantage? A developmental enquiry,7.31,13.81,10.05,13.97,7.8,13.51
Integrating a Project Risk Model into a BI Architecture,11.4,15.75,11.68,16.16,10.27,12.16
Railway supply chain excellence through the mediator role of business intelligence: knowledge management approach towards information system,8.04,19.89,13.32,19.65,9.65,14.19
Artificial Intelligent Technologies for the Construction Industry: How Are They Perceived and Utilized in Australia?,7.6,17.68,12.15,13.1,10.47,12.5
"18th EAI International Conference on Computer Science and Education in Computer Science, CSECS 2022",8.77,19.61,12.62,16.59,11.5,15.2
TMC 2021: 2021 International Workshop on Talent and Management Computing,6.58,17.96,9.58,17.9,10.47,11.82
Towards a Continuous Process Model for Data Science Projects,5.41,15.19,10.98,15.72,9.03,10.81
Concept for Enabling Customer-oriented Data Analytics via Integration of Production Process Improvement Methods and Data Science Methods,6.87,15.75,12.85,18.34,10.88,13.18
Business analytics in service operations—Lessons from healthcare operations,5.85,15.47,9.58,15.28,8.62,13.51
Smart and Emerging Technologies: Shaping the Future of the Industry and Offsite Construction,6.29,20.99,11.21,16.59,11.09,14.19
Strategic management to model profitability of the primary dairy sector in Colombia,9.8,20.99,15.65,18.78,14.99,19.59
"25th World Multi-Conference on Systemics, Cybernetics and Informatics, WMSCI 2021",5.85,16.02,11.21,14.85,9.65,13.85
Strategic Engineering Applied to Complex Systems within Marine Environment,7.02,17.13,11.21,16.16,10.27,13.85
Optimizing Visual Studio Code for Python Development: Developing More Efficient and Effective Programs in Python,4.82,11.6,8.88,14.85,6.16,10.14
Application of Big Data Technology in Cost Management and Control in Construction Project,3.95,12.71,8.88,13.1,6.78,10.47
America’s major league soccer: artificial intelligence and the quest to become a world class league,16.96,29.56,21.5,26.2,18.89,18.92
A Report on the Second International Workshop on Software Engineering for Artificial Intelligence (SE4AI 2021),7.31,19.89,14.49,17.47,10.68,14.86
The application of predictive analysis in decision-making processes on the example of mining company's investment projects,5.99,14.36,11.45,14.41,13.14,13.85
Expert-supported Data Science Projects for Production Integration of Expert Knowledge through Process Optimization Methods; [Expertengestützte Data-Science-Projekte für die Produktion Integration von Expertenwissen durch Prozessoptimierungsmethoden],6.87,15.75,11.68,16.59,9.86,11.82
The Innovation of Tourism Management Mode Based on Computer,5.99,16.3,11.21,17.47,8.62,12.5
Research on Intelligent Prediction and Forecast Model for Construction Period of Transmission and Transformation Engineering Based on BP Neural Network,4.82,15.75,11.45,11.35,9.86,15.54
Feature ranking and aggregation for bug triaging in open-source issue tracking systems,6.58,17.68,13.08,13.54,8.42,13.18
Learning Experiences of Social Science Students in an Interdisciplinary Computing Minor,8.77,17.96,15.65,15.28,12.94,18.58
Beyond Business Analytics and Strategic Management: A Critical Review,4.82,12.98,7.94,13.1,8.62,11.49
Improving Project Control by Utilizing Predictive Data Analytic Models,5.7,13.81,9.81,13.54,9.24,34.46
Improving Effectiveness and Efficiency,4.39,15.19,9.81,16.59,7.6,11.49
Application of Blockchain in Construction Inspection Activities,4.24,11.6,8.64,15.72,7.19,10.81
Strategic engineering applied to complex systems within marine environment,7.02,17.4,11.21,16.16,10.68,14.19
Risk assessment of innovative projects: Development of forecasting models,8.63,17.13,13.79,15.72,21.97,16.22
Job analyses of earth science data librarians and data managers,5.12,14.92,9.81,13.54,8.42,11.49
Research on Integrated Scheduling Algorithm of Inbound and Depart Flights in Airport Based on Integrated Operation,5.26,15.75,10.51,13.97,7.6,14.19
Estimating production and warranty cost at the early stage of a new product development project,7.31,15.75,12.38,16.59,10.06,13.51
Risks of Data Science Projects - A Delphi Study,4.97,16.02,14.02,13.1,7.8,11.49
Big data project management approaches in the Czech Republic,6.58,15.47,12.85,17.03,10.88,13.51
MinViME/Minimum Viable Model Estimator[Formula presented],4.39,11.33,8.88,12.23,7.8,9.12
Innovation and investment factors in the state strategic management of social and economic development of the country: Modeling and forecasting,7.31,15.75,11.92,16.59,13.14,14.86
Neural networks based software development effort estimation: A systematic mapping study,6.14,18.51,13.08,17.47,11.09,17.57
The role of DMSS analytics tools in software project risk management,2.34,9.12,6.78,10.04,4.31,7.43
The case for information fiduciaries: The implementation of a data ethics checklist at Seattle Children's Hospital,5.41,13.26,10.75,15.72,9.65,10.47
Training the next industrial engineers and managers about industry 4.0: A case study about challenges and opportunities in the covid-19 era,7.6,21.27,15.65,20.52,12.73,14.19
Project management for a machine learning project,4.82,11.88,8.88,12.23,7.19,10.14
"Knowledge Project - Concept, Methodology and Innovations for Artificial Intelligence in Industry 4.0",6.73,16.57,12.85,18.34,10.27,11.82
Managing and Composing Teams in Data Science: An Empirical Study,6.58,18.23,11.21,15.28,9.24,13.85
Deep learning with small datasets: using autoencoders to address limited datasets in construction management,8.04,18.23,12.85,16.59,12.32,16.89
Innovative Application of Computer Technology in Engineering Management,5.12,17.68,11.92,16.16,8.83,11.49
"Data Science, Decision Theory and Strategic Management: A Tale of Disruption and Some Thoughts About What Could Come Next",5.7,15.47,12.38,16.16,8.21,11.15
Big Data analytics in Agile software development: A systematic mapping study,8.04,23.2,14.72,23.14,11.5,16.89
The Coaching Black Box: Risk Mitigation during Change Management,7.75,16.57,11.45,18.78,9.86,12.84
Fifty years of information management research: A conceptual structure analysis using structural topic modeling,7.16,19.06,11.45,17.47,10.27,14.53
Application Analysis of Computer Technology in Construction Project Schedule Control in Information Age,5.85,14.09,11.21,14.41,8.62,13.51
Using strategy analytics to measure corporate performance and business value creation,9.65,18.51,15.42,20.96,11.7,16.55
Data Visualization on the Life Cycle of Science and Technology Projects,8.48,16.85,12.38,15.28,10.88,17.57
Project Management for a Machine Learning Project,4.97,11.88,8.64,12.66,6.98,9.8
Design of Project Cost Information Management System Based on Intelligent Construction,4.09,13.81,8.18,15.28,7.19,10.47
Digital transformation of the construction design based on the building information modeling and internet of things,5.41,15.47,10.28,16.16,8.83,12.5
Features of creating of employees' working hours interactive system,5.7,16.85,10.28,15.72,10.68,15.2
"8th International Conference on Augmented Reality, Virtual Reality and Computer Graphics, AVR 2021",6.14,14.64,10.05,18.78,8.83,12.84
An investigation into the impact of artificial intelligence on the future of project management,5.26,17.68,10.98,14.85,8.83,12.16
Improving engineering students’ writing/presentation skills using laboratory/mini-project report,6.73,14.09,11.45,13.97,10.06,12.84
Using Technology to Structure and Scaffold Real World Experiential Learning in Distance Education,7.46,12.98,10.75,15.72,9.45,13.85
Digital inclusion in Nothern England: Training women from underrepresented communities in tech: A data analytics case study,7.46,17.4,13.32,15.72,11.09,14.53
"Interdisciplinary Conference on Innovation, Design, Entrepreneurship, And Sustainable Systems, IDEAS 2019",7.75,19.06,10.51,20.09,10.47,13.51
Competitive intelligence: a prescription for US health-care?,8.33,18.51,10.75,15.72,9.45,13.18
Factors that influence the selection of a data science process management methodology: An exploratory study,5.41,18.78,12.38,17.47,10.27,14.19
Data-Driven Machine Learning Approach to Integrate Field Submittals in Project Scheduling,7.02,16.85,10.75,14.85,11.91,14.19
Machine Learning Approach to Failure Mode Prediction of Reinforced Concrete Infilled Frames,8.77,17.96,13.79,16.16,13.35,16.89
The promise of implementing machine learning in earthquake engineering: A state-of-the-art review,8.77,21.82,15.19,14.85,13.14,19.26
Bayesian belief network-based project complexity measurement considering causal relationships,7.31,17.4,12.62,16.59,12.11,17.91
Improving agile development from perspective of design-informing model,5.99,14.09,12.85,13.54,9.65,12.5
"Innovation, Social Networks, and Service Ecosystems: Managing Value in the Digital Economy",7.31,15.47,10.75,14.41,9.24,11.82
Teaching software engineering methods with agile games,7.02,16.57,12.38,17.47,9.45,11.82
Core competencies for clinical informaticians: A systematic review,5.41,15.47,10.28,16.16,9.24,13.18
Leveraging cloud-based analytics in active well defense projects and automated pressure response analyses,8.33,19.34,14.02,21.83,11.7,17.57
Using hybrid modelling to simulate and analyse strategies,9.06,19.89,14.25,18.78,11.7,13.85
Software requirements elicitation techniques selection method for the project scope management,7.31,19.89,14.72,19.65,12.53,17.23
Innovation Project Risk Analytics: A Preliminary Finding:  Use risk analytics for new product development for high-risk innovation projects.,2.63,9.67,6.54,10.04,4.72,7.77
A comparison of computational thinking approaches in hci-seo design: Implications to teaching and learning ste(a)m,4.39,11.33,8.64,15.72,6.78,8.45
Midst: An enhanced development environment that improves the maintainability of a data science analysis,5.12,14.09,9.35,13.54,8.42,14.19
Multi objective optimization of mix proportion of foam concrete,6.29,12.71,11.45,14.85,8.83,14.53
Project Management for Innovation Projects – State of Art,5.56,15.75,11.45,13.97,9.24,13.51
Construction Collaborative Management Method Based on BIM and Control Calculation,5.41,15.47,11.45,16.16,9.45,12.16
The performance effects of big data analytics and supply chain ambidexterity: The moderating effect of environmental dynamism,8.63,19.06,12.85,19.65,10.68,16.89
DIY Smart Home: The Development of an Exemplary Internet of Things Infrastructure for Computer Science Education,4.82,14.09,10.51,18.78,7.39,11.82
4D inspection: A comprehensive platform to digitize pipeline construction inspection and generate data driven continuous improvement,7.02,17.13,12.62,17.03,10.06,13.85
Digitalization of a Systematic Literature Review Process – Lean Startup and Data Analytics Solution for Scholars,5.85,17.4,10.98,17.9,9.24,13.18
Managing complex engineering projects: What can we learn from the evolving digital footprint?,8.48,19.89,14.95,22.27,12.94,15.54
Data Science Roadmapping: Towards an Architectural Framework,6.87,16.57,11.45,17.9,13.96,13.18
Seeking 'strategy' in business intelligence literature: Theorizing BI as part of strategy research,5.12,13.54,9.11,17.03,7.6,9.46
Data science in the design of public policies: dispelling the obscurity in matching policy demand and data offer,9.5,20.17,15.19,24.45,11.5,15.2
The impact of entrepreneurship orientation on project performance: A machine learning approach,7.6,18.23,13.55,15.28,11.7,19.93
A framework for big data integration within the strategic management process based on a balanced scorecard methodology,7.6,15.75,8.88,16.59,7.8,11.15
Understanding the intellectual structure and evolution of Competitive Intelligence: a bibliometric analysis from 1984 to 2017,7.75,15.19,10.51,17.03,9.45,13.85
Study on foundation pit construction cost prediction based on the stacked denoising autoencoder,8.04,17.68,13.55,14.85,11.29,18.58
Knowledge Management Systems for Structural Engineering Design in the Era of Emerging Technological Advancements,6.73,17.13,12.15,19.65,11.7,13.18
Proposed metamodels transformation from Predictive methodologies to Agile methodologies,3.95,16.02,10.28,12.66,8.01,12.5
Data science and big data technologies role in the digital economy,5.85,13.81,10.05,13.97,8.83,11.15
Big data analytics in innovation processes: which forms of dynamic capabilities should be developed and how to embrace digitization?,14.47,18.23,10.75,15.72,9.45,12.84
A future prospect for European collaboration on advanced analytics in economy and society,7.31,16.85,10.98,17.47,11.09,13.51
Factors Affecting Knowledge Sharing Intentions among Construction Workers: The Case of Lebanon,6.29,14.09,11.21,14.85,9.03,14.86
Data Science Team Roles and Need of Data Science: A Review of Different Cases,4.82,15.47,9.35,11.79,8.21,9.8
Empowering Team Science across the Translational Spectrum with the UAB Biomedical Research Infrastructure Technology Enhancement (U-BRITE),5.56,13.54,9.35,14.85,7.39,11.15
Mo.Re.Farming: A hybrid architecture for tactical and strategic precision agriculture,6.43,14.36,10.75,17.03,8.42,10.81
A framework for managing uncertainty in information system project selection: an intelligent fuzzy approach,8.19,20.72,14.25,17.03,11.7,15.2
Iot-based energy analytic platform for foundry units,4.53,12.98,9.81,11.79,6.57,11.82
"Data science and artificial intelligence in project management: The past, present and future",5.12,13.81,9.11,30.13,7.39,9.46
Measuring dynamic capabilities in new ventures: exploring strategic change in US green goods manufacturing using website data,9.06,19.61,12.38,23.14,11.5,14.53
Automation of Rail Gate Control with Obstacle Detection and Real Time Tracking in the Development of Bangladesh Railway,4.97,13.54,11.68,13.54,8.62,12.84
Comparison of mining prediction with real mining as a tool for strategic management,5.56,13.54,10.98,12.66,8.83,15.54
Convergence and digital fusion lead to competitive differentiation,13.6,26.52,15.42,27.07,15.61,18.24
Sustainable competitive advantage driven by big data analytics and innovation,9.5,18.23,11.68,20.52,12.32,13.85
Data Mining and Analytics for Construction Project Cost Data Management System,5.12,14.92,9.81,11.79,8.01,10.14
Increasing the viability of project selection and prioritization: The role of business analytics and sensemaking,6.14,17.96,9.35,15.28,7.19,10.47
Analyzing the adoption of recent IT technologies in undergraduate engineering project course,6.87,20.99,13.55,17.47,10.47,15.2
Design requirements of a modern business Master’s degree course: perspectives of industry practitioners,8.63,16.85,12.38,20.96,9.86,13.18
Business intelligence for generating comprehensive report in electronic completion and handover,6.14,14.36,10.98,17.9,9.24,16.55
Project Cost Prediction of Overhead Line Based on Big Data Analysis of Power Grid Engineering,7.46,16.3,12.38,13.54,10.68,15.2
Machine Learning of Concrete Temperature Development for Quality Control of Field Curing,6.58,15.47,10.05,17.03,9.45,16.55
Performance Evaluation of High-Tech Enterprises’ Science and Technological Input Based on BP Neural Network,6.43,16.57,10.75,13.54,10.47,14.86
A Probabilistic Approach for Predicting the Fatigue Life of Concrete,5.41,14.09,10.75,13.97,9.65,13.51
"A review of accident prediction in construction: Tools, issues, and solutions",5.85,19.06,10.98,13.1,9.45,14.19
Recent Technologies in Construction; A Novel Search for Total Cost Management of Construction Projects.,6.87,16.3,10.75,15.72,10.27,12.5
An improved extreme gradient boosting approach to vehicle speed prediction for construction simulation of earthwork,5.7,14.36,12.15,11.79,9.03,13.85
Predicting the success of news: Using an ML-based language model in predicting the performance of news articles before publishing,7.46,17.96,12.62,20.09,11.29,15.88
Geospatially distributed safety and performance benefits for projects of a transportation system,5.99,16.85,13.08,15.28,9.86,12.84
Construction cost management strategy based on BIM technology and neural network model,7.02,14.36,12.62,17.9,10.88,17.23
Developing a channel strategy decision support framework for a diesel engine supplier in Mozambique,8.04,15.75,12.85,20.96,10.27,13.51
"10th Annual International IEOM Conference, IEOM 2020",7.16,22.38,12.38,20.09,10.47,16.55
How mega is the mega? Exploring the spillover effects of Wechat using graphical model,6.58,15.19,9.58,12.66,8.01,13.18
Analysis of the application of military big data in equipment quality information management,5.26,14.09,10.51,13.54,8.83,12.16
Using Big Data in E-tourism Mobile Recommender Systems: A project approach,6.14,16.85,10.51,16.59,10.27,14.53
Crowdsourcing-based learning: The effective smart pedagogy for STEM education,6.58,14.64,11.45,16.16,9.24,12.16
Critical success factors for business intelligence implementation in an enterprise resource planning system environment using dematel: A case study at a cement manufacture company in Indonesia,7.16,22.1,13.32,18.78,10.68,15.2
Engineering Project Health Management: A Computational Approach for Project Management Support through Analytics of Digital Engineering Activity,7.16,15.19,11.92,16.59,11.09,16.55
Exploring the potential improvement of quality control in the construction industry with the use of digital technology,8.48,17.68,13.32,20.09,11.7,15.2
Comprehensive information management analysis of construction project based on BIM,5.41,16.02,11.92,18.34,10.47,13.18
Technology environment and crowdfunding platforms in Brazil,10.82,22.65,16.59,19.65,13.76,14.53
The effects of turnover on expert effort estimation,5.7,14.64,10.98,13.1,9.03,13.85
Strategic management and sustainable organizations: A path driven by technology; [Gestión estratégica y organizaciones sustentables: Un camino conducido por la tecnología],6.58,15.19,10.05,21.4,8.42,13.18
Innovators 5 forces approach to increase the strategic accuracy of technological SME-Innovations,4.97,12.71,9.11,15.28,7.8,11.82
Document clustering for knowledge synthesis and project portfolio funding decision in R&D organizations,8.48,15.47,10.28,13.97,7.6,10.81
RATIONAL SELECTION OF WORK PERFORMERS FOR INFORMATION SYSTEM DESIGN PROJECTS; [РАЦИОНАЛЬНЫЙ ВЫБОР ИСПОЛНИТЕЛЕЙ НА ПРОЕКТАХ ПО СОЗДАНИЮ ИНФОРМАЦИОННЫХ СИСТЕМ],6.73,17.68,12.15,18.34,10.27,15.88
Data-driven decisions in employee compensation utilizing a neuro-fuzzy inference system,6.73,16.57,11.21,20.52,9.03,14.53
Managing for competency with innovation change in higher education: Examining the pitfalls and pivots of digital transformation,6.73,11.88,10.51,13.97,8.21,11.49
Sport Facility Operations Management: A Global Perspective,7.02,16.3,11.45,13.1,9.03,12.5
Research on passenger flow prediction of Beijing subway based on spatiotemporal correlation analysis,5.26,14.09,8.88,13.97,7.39,14.19
Data mining approach to effort modeling on agile software projects,6.14,15.19,12.38,14.85,9.65,15.2
Data science in the business environment: customer analytics case studies in SMEs,9.5,19.06,13.08,19.21,12.73,16.22
How Digital Information Transforms Project Delivery Models,5.26,16.02,9.35,13.1,7.8,11.15
Jockeying for Position in CEO Letters: Impression Management and Sentiment Analytics,3.65,10.77,8.41,12.23,7.19,11.82
Data Science in Public Mental Health: A New Analytic Framework,5.99,16.3,11.68,15.28,10.06,15.54
"Project portfolio selection problems: A review of models, uncertainty approaches, solution techniques, and case studies",8.19,36.74,12.85,20.52,10.68,14.86
Agile projects and big data,5.26,14.64,10.05,14.41,8.21,12.84
Business analytics for strategic management: Identifying and assessing corporate challenges via topic modeling,5.56,12.43,9.11,18.34,8.42,10.47
Upgrading the business intelligence system by implementing the decision tree model in the R software package,8.04,18.78,13.55,17.03,11.91,15.54
The potential of digital technology to improve construction productivity,6.43,14.36,10.98,17.03,9.03,13.51
Maintaining and sustaining a telehealth-based ecosystem,6.58,11.6,10.98,14.41,8.83,11.15
Data science approach for it project management,7.6,17.96,14.49,17.47,11.5,31.42
Design and Implementation of Business Intelligence Dashboard for Project Control at the Port Harbor-Company,5.7,14.36,10.28,18.78,8.01,11.82
Leveraging internet of things and big data analytics initiatives in European and American firms: Is data quality a way to extract business value?,7.02,15.75,10.28,17.03,8.83,12.5
Global halal food discourse on social media: a text mining approach,5.56,17.4,10.28,13.97,8.42,14.86
KairÓS: Predictive model based on context histories for time management in projects; [KairÓS: Modelo preditivo baseado em histÓricos de contextos para o gerenciamento de tempo em projetos],5.12,11.88,9.35,11.35,8.62,13.51
Machine learning in oil and gas; a SWOT analysis approach,6.58,15.47,10.51,13.97,9.45,12.5
A survey of requirements for Thailand's industry 4.0: The perspectives from academics and entrepreneurs,6.58,17.68,12.38,16.16,10.27,13.18
New toys and tricks for old dogs,3.65,10.5,8.88,12.66,6.16,9.46
An Analysis of Log Management Practices to reduce IT Operational Costs Using Big Data Analytics,7.75,19.06,13.79,18.78,12.11,17.57
A multi perspective framework for enhanced supply chain analytics,8.19,17.96,13.08,20.52,10.88,14.53
Smarter Crossing Analytics System to Predict and Anticipate the Student Behavior for Self Automatic Adaptation of Academic Learning,8.33,19.34,12.62,18.78,11.29,14.19
Design of a customized enterprise resource planning system for a private basic education school,8.48,19.61,13.55,22.27,11.7,16.89
Evaluating and comparing entrepreneurial ecosystems using SMAA and SMAA-S,8.19,16.02,12.15,15.72,9.86,16.89
"A Bioinformatics Primer to Data Science, with Examples for Metabolomics",5.26,13.54,11.21,14.85,8.42,13.51
Integration of the Management Information System for Competitive Positioning,6.87,16.57,10.28,20.09,9.03,12.84
ICSSP 2018—Special issue introduction,4.82,15.19,10.51,15.28,8.83,13.85
Analysing the use of business simulation to build entrepreneurial leaders: The case of UAE learners,8.63,18.51,13.32,22.71,12.11,17.23
Chapter 9: Information technology issues in France,4.97,13.54,9.81,14.41,7.19,11.49
"Applications of an interaction, process, integration and intelligence (IPII) design approach for ergonomics solutions",9.5,19.61,14.72,24.02,12.94,13.51
Sanitary sewer infrastructure O&M and renewal prioritization from utility-wide data analytics,6.29,13.26,10.98,17.47,7.8,12.16
Multi-attribute dependent bug severity and fix time prediction modeling,7.75,15.47,12.38,16.16,11.5,17.91
Information System Guided Supply Chains and their Visual Analytics in Integrated Project Management,5.41,13.54,9.35,12.23,7.8,12.16
"Values statements: The missing link between organizational culture, strategic management and strategic communication",9.36,17.13,13.32,17.9,12.11,15.2
Speech-acts based analysis for requirements discovery from online discussions,7.02,15.75,11.92,13.1,10.88,14.86
On the Radical De- and Re-Construction of Today's Enterprise Applications,6.14,13.81,10.28,16.59,10.68,12.84
Investigating the data science skill gap: An empirical analysis,7.6,19.06,11.45,15.72,10.27,16.55
PROJECT MANAGEMENT PROPOSAL WITH AGILE METHODOLOGY: ELDE CASE STUDY; [PROPUESTA DE GESTIÓN DE PROYECTOS CON METODOLOGÍA AGILE: CASO DE ESTUDIO PROYECTO ELDE],5.7,15.47,10.51,16.59,7.6,11.82
Detecting IoT Applications Opportunities and Requirements Elicitation: A Design Thinking Based Approach,9.06,18.78,13.08,17.47,11.09,13.51
Online modules to introduce students to solar array control using neural nets,6.58,15.19,12.38,16.16,9.45,13.85
Project Management as a Tool for Smart University Creation and Development,6.29,13.81,11.21,16.16,9.03,11.15
Choosing effective internet marketing tools in strategic management,4.82,12.98,9.58,11.35,8.42,11.49
An experience report for running an REU program in an iSchool,4.53,13.54,9.58,13.54,6.98,11.49
Project and Resource Optimization (PRO) for IT Service Delivery,5.26,12.43,9.81,12.66,6.78,11.15
Data science and project engineering management techniques; [Técnicas de gestión de la ciencia de datos e ingeniería de proyectos],5.41,14.09,11.21,14.41,9.24,12.16
Machine Learning Algorithms for Construction Projects Delay Risk Prediction,7.89,17.68,13.79,13.97,12.32,18.58
A model designed for HSE big data analysis in petroleum industry,5.85,16.02,10.05,14.85,8.42,14.53
"Proceedings - 2019 ACM/IEEE 14th International Conference on Global Software Engineering, ICGSE 2019",5.85,16.57,10.75,18.34,8.62,13.51
Senior public leaders’ perceptions of business intelligence,7.46,13.81,10.28,15.72,7.6,11.15
Spatio-temporal assessment of energy consumption and socio-economic drivers in rural areas in Poland,6.29,16.3,10.98,16.16,10.27,12.84
Towards an improved ASUM-DM process methodology for cross-disciplinary multi-organization big data & analytics projects,5.7,14.92,10.28,15.28,9.03,12.16
Massive open online courses in software engineering education,10.53,18.51,14.02,22.27,11.7,14.53
Prioritization of business analytics projects using interval type-2 fuzzy AHP,7.6,20.44,12.85,19.21,10.68,17.23
Data mining of project management data: An analysis of applied research studies,5.99,15.19,9.58,14.41,8.21,12.16
"Proceedings of the International Conference on Industrial Engineering and Operations Management Bangkok, IEOM 2019",8.48,24.31,14.25,19.21,11.91,15.2
The influence of the Digital Divide on Big Data generation within supply chain management,15.5,25.14,21.96,26.64,19.3,24.66
A Systematic Framework for Assessing the Quality of Information in Data-Driven Applications for the Industry 4.0,7.75,17.96,14.02,17.47,13.14,15.54
Sustaining innovation performance in SMEs: Exploring the roles of strategic entrepreneurship and IT capabilities,8.77,16.85,12.85,19.21,10.68,16.22
The impact of digital transformation on development of Latvian insurance companies' digitalization strategies and shift of perception values,7.46,19.34,14.72,20.09,13.35,16.89
"Proceedings - Frontiers in Education Conference, FIE",6.58,16.02,11.21,20.52,9.65,13.18
Exploring project management methodologies used within data science teams,4.53,15.19,10.98,15.28,8.42,9.8
"18th Online World Conference on Soft Computing in Industrial Applications, WSC 2018",6.58,20.44,11.68,16.59,10.06,11.82
The use of academic libraries in turbulent times: Student library behaviour and academic performance at the University of Cape Town,8.19,16.02,11.21,16.16,10.06,11.82
Leveraging predictive analytical for business value : Theoretical foundations,7.89,15.75,12.38,19.65,12.11,16.55
Improvement of investment processes in mining company by implementation of project management system,7.75,15.47,11.21,17.03,12.32,14.86
Critical success factors for the implementation of business intelligence systems,5.26,14.09,9.58,15.28,8.01,10.47
"10th Conference of the European Society for Fuzzy Logic and Technology, EUSFLAT 2017 and 16th International Workshop on Intuitionistic Fuzzy Sets and Generalized Nets, IWIFSGN 2017",8.19,20.44,11.92,20.09,11.7,14.53
XEW 2.0: Establishment of a new competitive intelligence system for big data analytics,4.39,11.6,8.18,15.72,6.16,9.8
"As Technologies for Nucleotide Therapeutics Mature, Products Emerge",5.85,16.85,10.05,17.9,10.06,14.19
Identifying the key drivers for teams to use a data science process methodology,5.56,16.02,9.81,15.28,8.83,12.16
Strategic analytics: Integrating management science and strategy,10.67,20.17,14.95,20.96,12.53,19.93
Strategic mapping: relationships that count,9.36,19.34,11.68,19.21,11.29,17.91
In search of a framework for personal healthcare management in oncology,6.58,16.85,11.21,17.9,9.65,12.84
The Design of Flexible Workflow in Scientific Research Management System,5.85,12.98,11.21,19.21,8.83,11.49
What construction topics do they discuss in social media? A case study of weibo in China,7.6,17.4,11.92,16.16,10.06,14.53
Student attitudes toward information systems graduate program design and delivery,5.85,14.64,9.81,16.59,8.62,10.47
The role of business intelligence in sustainability reporting for South African higher education institutions,8.33,18.23,10.51,19.21,8.83,13.51
An ICT Project Case Study from Education: A Technology Review for a Data Engineering Pipeline,5.85,19.06,11.68,14.85,9.03,13.18
Citizen Data Scientist: A Design Science Research Method for the Conduct of Data Science Projects,5.99,14.36,12.15,16.59,8.83,11.82
A study on the provision of national R & D information service through user analysis,6.14,17.13,10.51,16.16,9.86,14.86
Best practices in structuring data science projects,6.43,14.36,19.86,14.41,8.83,11.49
Data lakes in business intelligence: Reporting from the trenches,6.58,17.68,10.05,15.72,10.06,13.18
The dark side of successful data intensive projects: Function creep and stakeholder creep,4.68,14.64,9.11,13.97,7.19,11.15
Digitalisation and big data mining in banking,5.99,17.13,10.75,15.72,10.06,13.85
Smart office: A data-driven management tool for mechanized tunneling construction,6.73,14.64,10.05,16.16,9.65,12.5
"25th ISTE International Conference on Transdisciplinary Engineering, 2018",8.92,19.34,13.08,22.71,11.7,13.85
Scientometric analysis of knowledge in the context of project management: Subject area: (Knowledge management and project management),5.7,16.02,10.51,14.85,10.27,11.15
Predictive quality performance control in BPM: Proposing a framework for predicting quality anomalies,5.56,14.64,12.15,18.78,10.47,12.16
Innovative undergraduate degree programs in data science and business analytics,8.77,17.96,12.62,17.03,13.14,14.53
"International workshops: ASDENCA, BDA, BIOC, COGNISE, Enterprise Modeling, and FAiSE wokshops are held in conjunction with the 30th International Conference on Advanced Information Systems Engineering, CAiSE 2018",8.48,19.06,11.92,22.71,11.7,14.86
"The road from millennium to alma: Two tracks, one destination",4.68,12.15,8.64,12.23,6.57,10.47
"Predictive modelling: Flight delays and associated factors, Hartsfield-Jackson Atlanta international airport",5.56,16.3,11.92,12.66,10.88,18.24
SaaS BI for Chinese SMEs: Case study on Zhongli intellectual technology,4.82,15.47,8.88,16.59,7.39,9.46
