Title,Link,Abstract,Name,Category,Criteria
R&D projects selection in telecommunications under uncertainty and resource restrictions using scheduling,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026217356&doi=10.1109%2fICCW.2017.7962838&partnerID=40&md5=443f17c8066338c9db5ea3def49ecc9b,"Telecommunications R&D organizations, as inserted in a high-technology market environment, need to develop continuously projects. Considering it, a formal approach for project selection is needed, once, in general, there is no enough funding for all of t",Risk management - Risk response,Risk management,Risk response
Project Risk Response Decision Making Under Uncertain Project Interdependencies,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161074575&doi=10.1109%2fTEM.2023.3271991&partnerID=40&md5=2ac338e908f9aed5b1e140cf378e7568,"Project portfolio (PP) risk management entails making risk response decisions (RRDs) on single projects within PPs (SPPPs). However, the presence of uncertain project interdependencies (UPIs) increases the difficulty of RRDs. This study provides a decisi",Risk management - Risk response,Risk management,Risk response
The management of organizational ambidexterity through alliances in a new context of analysis: Internet of Things (IoT) smart city projects,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014833138&doi=10.1016%2fj.techfore.2017.03.002&partnerID=40&md5=3d91377a0614e2f5baa27068845472a6,"In the last decade, the Internet of Things (IoT) has affected the approach of organizations to innovation and how they create and capture value in everyday business activities. This is compounded in the so-called Smart Cities, where the objective of the ",Stakeholder management - Communication management,Stakeholder management,Communication management
Integrating environmental sustainability and project portfolio management: Case study in an energy firm,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032457920&doi=10.1590%2f0104-530X3451-16&partnerID=40&md5=ac9bd5a101add0d301459b08e1a42541,"Although international and relevant research on environmental sustainability and project portfolio management is quite developed, there are few studies integrating the two areas. We could only identify research on each of the areas and very few interface",Stakeholder management - Communication management,Stakeholder management,Communication management
Project Portfolio Management and Communication,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164346641&doi=10.1201%2f9781003315902-9&partnerID=40&md5=d3a6b08b40bd400e11651d02320b9230,This chapter focuses on the importance of communication by those responsible for the portfolio and discusses the various communication paths needed in Project Portfolio Management (PPM). Stakeholders are treated differently depending on where they fall w,Stakeholder management - Communication management,Stakeholder management,Communication management
Using pre-project planning to manage workload,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065466421&doi=10.1108%2fS0732-067120180000038010&partnerID=40&md5=b349b79d931ccc0b4a81bf5f4317b7f0,"Purpose Pre-project planning can be an important process for libraries managing large project portfolios. The process allows anyone within an organization to put forth a potential project, and it clearly articulates the process both for developing an ide",Stakeholder management - Communication management,Stakeholder management,Communication management
Continuous Improvements in Project Management Practices Through PMOs-The Case of Buzios Field,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85156115634&doi=10.4043%2f32196-MS&partnerID=40&md5=ce70eddbd053b61369533e80eb073210,This paper presents a series of improvements Petrobras has been undertaking in its Project Management (PM) practices and the shaping of a multi-level Project Management Office (PMO) structure through the case of Buzios implementation program. Buzios is P,Stakeholder management - Communication management,Stakeholder management,Communication management
Establishing project portfolio management: An exploratory analysis of the influence of internal stakeholders' interactions,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871425377&doi=10.1002%2fpmj.21307&partnerID=40&md5=394997aa48db57d8cb37949e283f74cb,"Project portfolio management (PPM) is viewed as a management innovation that must be further established and professionalized in many firms. Stakeholder behavior and stakeholder management are key success factors for project portfolios. Furthermore, stak",Stakeholder management - Stakeholder engagement,Stakeholder management,Stakeholder engagement
Assessing capacity for health policy and systems research in low and middle income countries,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842445008&doi=10.1186%2f1478-4505-1-1&partnerID=40&md5=20bab5a9d0842b3c42bc2d15cf5261e6,"Background: As demand grows for health policies based on evidence, questions exist as to the capacity of developing countries to produce the health policy and systems research (HPSR) required to meet this challenge. Methods: A postal/web survey of 176 HP",Stakeholder management - Stakeholder engagement,Stakeholder management,Stakeholder engagement
The Innovative Medicines Initiative neurodegeneration portfolio: From individual projects to collaborative networks,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142289833&doi=10.3389%2ffneur.2022.994301&partnerID=40&md5=125c8d921c7ab7a0bab147b209cd2381,The IMI public-private partnership between the European Commission and the European Federation of Pharmaceutical Industries and Associations (EFPIA) was launched in 2008 with an initial budget of ?2 billion. Aiming to accelerate the development of innova,Stakeholder management - Stakeholder engagement,Stakeholder management,Stakeholder engagement
How entrepreneurial orientation can leverage innovation project portfolio management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087628562&doi=10.1111%2fradm.12423&partnerID=40&md5=ff1fa50142858e5feceb42447c37dbc1,Innovation project portfolio management (IPPM) is a key task in R&D management because this decision-making process determines which R&D projects should be undertaken and how R&D resources are allocated. Previous research has developed a good understandi,Stakeholder management - Stakeholder engagement,Stakeholder management,Stakeholder engagement
Critical analysis of the Armed Forces Covenant Fund Trust Aged Veterans Fund,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103634190&doi=10.1136%2fbmjmilitary-2020-001716&partnerID=40&md5=5b804fb728c88ea9cf8c5ae2b750b601,"Background Relatively little research is available regarding the specific needs of older military veterans and the services introduced to support them. In 2016, the Armed Forces Covenant Fund Trust launched the Aged Veterans Fund (AVF), to understand the",Stakeholder management - Stakeholder engagement,Stakeholder management,Stakeholder engagement
Data Science Roadmapping: Towards an Architectural Framework,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103741925&doi=10.1109%2fICTMOD49425.2020.9380617&partnerID=40&md5=e74ef369124827bfbf855bcff348dec9,"The availability of big data and related technologies enables businesses to exploit data for competitive advantage. Still, many industries face obstacles while leveraging data science to overcome business problems. This paper explores the development of a roadmapping approach to address data science challenges. Towards this goal, we customize technology roadmapping by synthesizing roadmapping, big data, data science, and data-driven organization literature. The resulting data science roadmapping approach links business strategy with data-related, technological, and organizational resources. It also enables communication, stakeholder buy-in, and project prioritization. While most of the existing studies illustrate prebuilt roadmaps, this study focuses on the process of roadmapping. The application of the roadmapping process rather than a particular roadmap provides the benefits above. © 2020 IEEE.",Stakeholder management - Stakeholder engagement,Stakeholder management,Stakeholder engagement
"A framework for developing performance objectives for projects, programs, and portfolios",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061752332&doi=10.1201%2fb18986&partnerID=40&md5=b24bd78afa9bee4addb26677df703dfe,"Performance objectives are those key considerations or requirements of the stakeholders that form the basis or lens through which they view the temporary organization (i.e., a project, portfolio, or program). The ability to identify and agree on the key ",Stakeholder management- Stakeholder identification,Stakeholder management,Stakeholder identification
Project portfolio selection and scheduling optimization based on risk measure: a conditional value at risk approach,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064350912&doi=10.1007%2fs10479-019-03214-1&partnerID=40&md5=3ab61357fe080dd116764f145d191a0b,Project portfolios are considered ?powerful strategic weapons? for implementing corporate strategy. Projects are exposed to different types of risks. Studies on project portfolio optimization have addressed risks either by maximizing the expected net pre,Strategic alignment - Alignment with strategy and objectives,Strategic alignment,Alignment with strategy and objectives
"Trade off between risk management, value creation and strategic alignment in project portfolio management",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902322001&doi=10.5220%2f0004952904470452&partnerID=40&md5=40c58b76ed6901072a860ffcd3bff1cc,"Projects portfolio management allows the company to select, prioritize, integrate, manage and check its projects in a multi project context. In this paper, we consider a very important part of the projects portfolio management namely the selection of pro",Strategic alignment - Alignment with strategy and objectives,Strategic alignment,Alignment with strategy and objectives
Information technology (IT) project portfolio management practices in South Africa,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080908183&partnerID=40&md5=9b6e594a9fac0a7f2ef21bb6c2d6920e,"Many organisations have adopted Project Portfolio Management (PPM) processes to improve the implementation of their strategies, however few organisations have achieved tangible returns on investment (ROI) from PPM. Although PPM stakeholders are aware tha",Strategic alignment - Alignment with strategy and objectives,Strategic alignment,Alignment with strategy and objectives
Designing a hybrid system dynamic model for analyzing the impact of strategic alignment on project portfolio selection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055705938&doi=10.1016%2fj.simpat.2018.10.001&partnerID=40&md5=5edfa0064abe36e48d7da203a613e4c4,"One of the key challenges in project organizations is the alignment of portfolio management with major corporate strategies. Usually, project-based organizations use shared resources to control and plan the project portfolio. Therefore, the exploitation ",Strategic alignment - Alignment with strategy and objectives,Strategic alignment,Alignment with strategy and objectives
IT project portfolio selection decision model based on strategic alignment,https://www.scopus.com/inward/record.uri?eid=2-s2.0-55149096146&partnerID=40&md5=9f486be50330b6912b1f37e75ad45f4d,The objective of this paper is to construct a fuzzy IT project portfolio selection model based on strategic alignment. Fuzzy set theory is applied to model uncertain project information and a fuzzy analytic net process (FANP) frame integrated with critic,Strategic alignment - Alignment with strategy and objectives,Strategic alignment,Alignment with strategy and objectives
A Dashboard to Support Management of Business Analytics Capabilities,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924258742&doi=10.1080%2f12460125.2015.994335&partnerID=40&md5=539d4ba1d88d21fe983f62cdaa48b6d1,"Business analytics (BA) systems create value and provide competitive advantage for organisations. They involve technology and data infrastructure, BA capabilities and business processes that provide useful insights and support decision-making. To provide value and competitive advantage, BA capabilities should be valuable, rare and inimitable, and have organisational support (VRIO). In this paper, we develop and evaluate a prototype dashboard for the VRIO assessment of BA capabilities. The dashboard is intended to support the strategic management of BA capabilities. We discuss implications of the prototype dashboard for researchers and practitioners and suggest directions for future research. © 2015 Taylor & Francis.",Strategic alignment - Alignment with strategy and objectives,Strategic alignment,Alignment with strategy and objectives
A decision-making framework for project portfolio planning at Intel Corporation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949207726&doi=10.1287%2finte.2015.0809&partnerID=40&md5=0c7ce633f686b682dd09661d60b32a9a,"The work we describe addresses the problem of deciding between project-funding opportunities under budget and headcount constraints. Although the projects lead to products that yield revenue in the market, complex interactions between the projects and products make the selection of a portfolio difficult. Furthermore, the senior managers in the company have a wealth of business intuition that can inform the required decisions. We combine modeling, simulation, and optimization techniques to provide a set of the best portfolios possible from the proposed projects and resulting products. We also provide a rich set of analysis and visualization tools for the decision makers to use in exploring the suggested portfolios and applying their intuition to make the final selection. The resulting interplay between analytics and intuition produces better business solutions through a more focused and effective debate in a shorter time than previously achieved. © 2015 INFORMS.",Strategic alignment - Alignment with strategy and objectives,Strategic alignment,Alignment with strategy and objectives
How to measure and manage the UK Government’s major project portfolio,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091167677&doi=10.1108%2fMBE-02-2020-0035&partnerID=40&md5=af37706c17f3c6fba6ac71271e126383,"Purpose: The purpose of this paper is to stimulate changes to the way performance data is used to improve performance taking the government’s use of project data as an example. Design/methodology/approach: This paper uses systems theory to review the way the government’s major projects portfolio should be analysed. Findings: This paper concludes that broader engagement in the analytics process should be considered as a way of improving insights and learning from reviews. The paper suggests that report alone has limited value. Research limitations/implications: By taking a systems approach, this study raises questions about the methods used to manage data analysis and system improvements. Systems thinking is a useful tool to consider applications such as the performance of the government’s project portfolio, but there are many other approaches that can be applied. Practical implications: This study makes very specific recommendations around the roles and responsibilities of people and teams at different levels in the system. Roles and activities are described together with recommendations about interfering in and overreaching these roles and activities. Originality/value: This paper synthesises a number of systems approaches together with a view of why “we measure” to create a framework for analysing approaches to performance improvement. The practical application provided here gives insights into how these approaches can be used in real-life contexts. © 2020, Emerald Publishing Limited.",Strategic alignment - Alignment with strategy and objectives,Strategic alignment,Alignment with strategy and objectives
A dashboard to support management of business analytics capabilities,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902249843&doi=10.3233%2f978-1-61499-399-5-253&partnerID=40&md5=61ac31a8d23930c036da7a39993aaab1,"Business analytics (BA) systems create value and provide competitive advantage for organisations. They involve technology and data infrastructure, BA capabilities, and business processes that provide useful insights and support decision-making. To provide value and competitive advantage, BA capabilities should be valuable, rare, inimitable and have organisational support (VRIO). In this paper, we develop and evaluate a prototype dashboard for the VRIO assessment of BA capabilities. The dashboard is intended to support the strategic management of BA capabilities. We discuss implications of the prototype dashboard for researchers and practitioners and suggest directions for future research. © 2014 The authors and IOS Press. All rights reserved.",Strategic alignment - Alignment with strategy and objectives,Strategic alignment,Alignment with strategy and objectives
Big data dreams: A framework for corporate strategy,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014111304&doi=10.1016%2fj.bushor.2017.01.010&partnerID=40&md5=ea0aa2f5a6c3afb25de24a6d0a87ceeb,"The phenomenon of big data—large, diverse, complex, and/or longitudinal data sets—is having a stark influence on organizational strategy making. An increase in levels of data and technological capabilities is redefining innovation, competition, and productivity. This article contributes to both practical strategic application and academic research in the strategic management domain by presenting a framework that identifies how big data improves functional capabilities within organizations, shapes entirely new industries, and is a key component of innovative and disruptive strategies used by learning organizations to diversify and break down barriers of traditionally defined industries. This framework provides an appropriate basis for internal corporate strategy discussions that surround big data investments by explaining how firms create value through various approaches. In addition, we offer guidance for how firms might derive their own big data approach through the merits of aligning data strategy aspirations with data strategy authenticity. © 2017 Kelley School of Business, Indiana University",Strategic alignment - Alignment with strategy and objectives,Strategic alignment,Alignment with strategy and objectives
A framework for big data integration within the strategic management process based on a balanced scorecard methodology,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106651173&doi=10.37380%2fjisib.v1i1.693&partnerID=40&md5=927624aa9a488b55f192c456a2e69112,"The purpose of this research is to study the impact of big data initiatives on strategic management processes. While the majority of strategic management disciplines have had research dedicated to the use of strategic management theories to understand how big data affect organizational performance, the body of research on big data lacks academic work capable of examining how to integrate big data into the strategic management process. The main contributions of this work are: (1) it highlights the strategic use of big data; (2) it analyses the main frameworks/models proposed by scholars that support the use of big data as a strategic management tool, and outlines this research gap; and (3) it proposes a new framework that integrates big data within the strategic management process based on a balanced scorecard methodology. © 2021",Strategic alignment - Alignment with strategy and objectives,Strategic alignment,Alignment with strategy and objectives
Integrating a Project Risk Model into a BI Architecture,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128956819&doi=10.1007%2f978-3-030-94617-3_29&partnerID=40&md5=c8c022a17fc042c41535d4b475d8bb04,"In today’s unpredictable and disruptive business landscape organizations face challenges that severely threatens their existence. To efficiently respond such challenges organizations must craft strategies to become more data-informed, agile, adaptative, and flexible. Integrating dynamic data analytical models in organizational structures to collect, analyze and interpret business data, is critical to organizations because it enables them to make more data-informed decisions and reduce bias in decision-making. In this work is illustrated the integration of a heuristic project risk-model used to identify project critical success factors into a typical organizational business intelligence architecture. The proposed integration enables organizations to efficiently and in a timely manner identify project collaborative risks by addressing people, environment, and tools, and generate actionable project-related knowledge that helps organizations to efficiently respond business challenges and achieve sustainable competitive advantages. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Strategic alignment - Alignment with strategy and objectives,Strategic alignment,Alignment with strategy and objectives
Selection of Investment Portfolio Using Multi-criteria Decision Model (MCDM) and Integer Programming Model,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106439215&doi=10.1007%2f978-981-33-4684-0_11&partnerID=40&md5=06854917105ce9ab141dc4c42aec22cd,This paper is an attempt to select few vital investment projects among a number of feasible projects using MCDM and linear integer programming in the face of limited financial resources. The tangible and intangible considerations are taken care of using ,Strategic alignment - Portfolio optimization or balance,Strategic alignment,Portfolio optimization or balance
"2015 10th International Conference on Intelligent Systems: Theories and Applications, SITA 2015",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962396696&partnerID=40&md5=57cb712acc5647fdb8e3d5f72188d53c,The proceedings contain 70 papers. The topics discussed include: user profile model: a user dimension based classification; a theoretical e-government portals' benchmarking framework; quality of data in mediation systems; mapping discovery methodology in,Strategic alignment - Portfolio optimization or balance,Strategic alignment,Portfolio optimization or balance
Balancing the strategic value and the operational value in IT portfolio selection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870820484&partnerID=40&md5=39e35e3337026147726f8a9b638c7ff8,"This paper provides a methodological framework in which the problem of IT project portfolio selection is solved by balancing between operational and strategic IT investments. From interviews with CIOs, we found that the interest in IT projects in many fi",Strategic alignment - Portfolio optimization or balance,Strategic alignment,Portfolio optimization or balance
Strategic alignment and value maximization for IT project portfolios,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900458839&partnerID=40&md5=cc50a8e2617fbba1a11b4b226bc6249e,"Managing project portfolios has been a challenge to many IT organizations due to the size and complexity of their initiatives that are often cross-functional, fast changing, and transformational in nature. Governance on soliciting, selecting, and monitor",Strategic alignment - Portfolio optimization or balance,Strategic alignment,Portfolio optimization or balance
Selecting a portfolio of projects considering both optimization and balance of sub-portfolios,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078822278&doi=10.5267%2fj.jpm.2019.8.003&partnerID=40&md5=c3a3d5d3617e4b414fb2cc0551256228,"Over the past four decades, portfolio selection has been one of the most important concerns of researchers, project managers, project-oriented companies, and public agencies around the world. Although numerous studies have been done in this field, still ",Strategic alignment - Portfolio optimization or balance,Strategic alignment,Portfolio optimization or balance
Big data analytics in innovation processes: which forms of dynamic capabilities should be developed and how to embrace digitization?,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110841823&doi=10.1108%2fEJIM-05-2021-0256&partnerID=40&md5=0121009524965629442733ff4327b8e3,"Purpose: The purpose of this paper is to analyze, from a dynamic capabilities perspective, the role of big data analytics in supporting firms' innovation processes. 
Design/methodology/approach: Relevant literature is reviewed and critically assessed. An interpretive methodology is used to analyze empirical data from interviews of big data analytics experts at firms within digitally related sectors. 
Findings: This study shows how firms leverage big data to gain “richer” and “deeper” data at the inter-sections between the digital and physical worlds. The authors provide evidence for the importance of counterintuitive strategies aimed at developing innovative products, services or solutions with characteristics that may initially diverge, even significantly, from established customer/user needs. 
Practical implications: The authors’ findings offer insights to help practitioners manage innovation processes in the physical world while taking investments in big data analytics into account. 
Originality/value: The authors provide insights into the evolution of scholarly research on innovation directed toward opportunities to create a competitive advantage by offering new products, services or solutions diverging, even significantly, from established customer demand. © 2021, Rosita Capurro, Raffaele Fiorentino, Stefano Garzella and Alessandro Giudici.",Strategic alignment - Portfolio optimization or balance,Strategic alignment,Portfolio optimization or balance
Big Data in Portfolio Allocation: A New Approach to Successful Portfolio Optimization,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088398199&doi=10.3905%2fjfds.2019.1.045&partnerID=40&md5=7594e41db9cab0aa632ac4907db2dbce,"In the classic mean-variance portfolio theory as proposed by Harry Markowitz, the weights of the optimized portfolios are directly proportional to the inverse of the asset correlation matrix. However, most contemporary portfolio optimization research focuses on optimizing the correlation matrix itself, and not its inverse. In this article, the author demonstrates that this is a mistake. Specifically, from the Big Data perspective, she proves that the inverse of the correlation matrix is much more unstable and sensitive to random perturbations than is the correlation matrix itself. As such, optimization of the inverse of the correlation matrix adds more value to optimal portfolio selection than does optimization of the correlation matrix. The author further shows the empirical results of portfolio reallocation under different common portfolio composition scenarios. The technique outperforms traditional portfolio allocation techniques out of sample, delivering nearly 400% improvement over the equally weighted allocation over a 20-year investment period on the S&P 500 portfolio with monthly reallocation. In general, the author demonstrates that the correlation inverse optimization proposed in this article significantly outperforms the other core portfolio allocation strategies, such as equally weighted portfolios, vanilla mean-variance optimization, and techniques based on the spectral decomposition of the correlation matrix. The results presented in this article are novel in the data science space, extend far beyond financial data, and are applicable to any data correlation matrixes and their inverses, whether in advertising, healthcare, or genomics. © 2019 Pageant Media Ltd.",Strategic alignment - Portfolio optimization or balance,Strategic alignment,Portfolio optimization or balance
Information technology (IT) project portfolio management practices in South Africa,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080908183&partnerID=40&md5=9b6e594a9fac0a7f2ef21bb6c2d6920e,"Many organisations have adopted Project Portfolio Management (PPM) processes to improve the implementation of their strategies, however few organisations have achieved tangible returns on investment (ROI) from PPM. Although PPM stakeholders are aware tha",Strategic alignment - Prioritization,Strategic alignment,Prioritization
"Comparison of project portfolio management practices in the public and private sectors in Brazil: Characteristics, similarities, and differences",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068086182&doi=10.1108%2fIJMPB-09-2018-0176&partnerID=40&md5=36cbaaef8cc107858c3bdfe973aa2ad7,"Purpose: Project portfolio management (PPM) is a managerial technique used to seek the strategic goals of organizations improving their performance. The public sector has some characteristics that differ from the private sector, since their management ap",Strategic alignment - Prioritization,Strategic alignment,Prioritization
"Project valuation, capital investment and strategic alignment - Tools and techniques at Anglo Platinum",https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947164239&partnerID=40&md5=6994694c53e006a49aa9eb16d35391f4,Central to the success of any mining company is the ability to manage capital investment effectively so as to ensure acceptable stakeholder returns within an overall strategic context Critical to this process is the effective selection and implementation,Strategic alignment - Prioritization,Strategic alignment,Prioritization
Portfolio of projects: Case study of selection and balancing; [Seleção e alocação de recursos em portfólio de projetos: Estudo de caso no setor químico],https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953664604&doi=10.1590%2fs0104-530x2010000100013&partnerID=40&md5=c93a12ac6dc6b4c352e7344d9570f93a,"Among dozens or hundreds of alternatives, choosing those which should make up the projects portfolio of an organization and which priority level is a complex multi-criteria decision matter. This work aims to apply a management model of projects portfolio",Strategic alignment - Prioritization,Strategic alignment,Prioritization
Selecting a portfolio of projects considering both optimization and balance of sub-portfolios,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078822278&doi=10.5267%2fj.jpm.2019.8.003&partnerID=40&md5=c3a3d5d3617e4b414fb2cc0551256228,"Over the past four decades, portfolio selection has been one of the most important concerns of researchers, project managers, project-oriented companies, and public agencies around the world. Although numerous studies have been done in this field, still ",Strategic alignment - Prioritization,Strategic alignment,Prioritization
Modeling a business intelligence system for investment projects,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945177904&partnerID=40&md5=e86ab430fc8309337279abfc47d79f6c,"The phases of evaluation and selection of investment projects require marketing, technical and financial information analysis before the decisions are made. In order to meet strict legal environmental and fiscal regulations it is necessary to assess the environmental and social impact. These analysis may indicate alternative sites, models, technologies, and methods of implementation as solutions for executing the project, which often involve higher costs, and cause delays in the feasibility analysis and project selection. The purpose of this empirical research is to reduce the effort and duration of the selection and evaluation of projects and project portfolio optimization, increasing the efficiency and accuracy of budget implementation and controlling in accordance with the investment strategy of the company. The results consist of a set of requirements for a specific business intelligence system, designed to improve the operational flow and the performance of the planning process, and an analysis of significant factors underlying performance differences between projected and actual achievements, to define the parameters of the model. © 2015,Academy of Economic Studies, All right reserved.",Strategic alignment - Prioritization,Strategic alignment,Prioritization
Selection of Investment Portfolio Using Multi-criteria Decision Model (MCDM) and Integer Programming Model,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106439215&doi=10.1007%2f978-981-33-4684-0_11&partnerID=40&md5=06854917105ce9ab141dc4c42aec22cd,This paper is an attempt to select few vital investment projects among a number of feasible projects using MCDM and linear integer programming in the face of limited financial resources. The tangible and intangible considerations are taken care of using ,Strategic alignment - Selection,Strategic alignment,Selection
"Comparison of project portfolio management practices in the public and private sectors in Brazil: Characteristics, similarities, and differences",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068086182&doi=10.1108%2fIJMPB-09-2018-0176&partnerID=40&md5=36cbaaef8cc107858c3bdfe973aa2ad7,"Purpose: Project portfolio management (PPM) is a managerial technique used to seek the strategic goals of organizations improving their performance. The public sector has some characteristics that differ from the private sector, since their management ap",Strategic alignment - Selection,Strategic alignment,Selection
"Project valuation, capital investment and strategic alignment - Tools and techniques at Anglo Platinum",https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947164239&partnerID=40&md5=6994694c53e006a49aa9eb16d35391f4,Central to the success of any mining company is the ability to manage capital investment effectively so as to ensure acceptable stakeholder returns within an overall strategic context Critical to this process is the effective selection and implementation,Strategic alignment - Selection,Strategic alignment,Selection
IT project portfolio selection decision model based on strategic alignment,https://www.scopus.com/inward/record.uri?eid=2-s2.0-55149096146&partnerID=40&md5=9f486be50330b6912b1f37e75ad45f4d,The objective of this paper is to construct a fuzzy IT project portfolio selection model based on strategic alignment. Fuzzy set theory is applied to model uncertain project information and a fuzzy analytic net process (FANP) frame integrated with critic,Strategic alignment - Selection,Strategic alignment,Selection
Aligning construction projects with strategy,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147913972&partnerID=40&md5=8070588a125489b4632095005964f81d,This chapter explores the alignment of construction projects with strategy through several case studies and offers insights for the development of project portfolio management (PPM) capabilities in construction. Most PPM research occurs in industries ass,Strategic alignment - Selection,Strategic alignment,Selection
A Data-driven project categorization process for portfolio selection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109023786&doi=10.1108%2fJM2-10-2020-0257&partnerID=40&md5=d11438e8df2d0cbd807c2367b594e208,"Purpose: Categorizing projects allows for better alignment of a portfolio with the organizational strategy and goals. An appropriate project categorization helps understand portfolio’s structure and enables proper project portfolio selection (PPS). In practice, project categorization is, however, conducted in intuitive approaches. Furthermore, little attention has been given to project categorization methods in the project management literature. The purpose of this paper is to provide researchers and practitioners with a data-driven project categorization process designed for PPS. Design/methodology/approach: The suggested process was modeled considering the main characteristics of project categorization systems revealed from the literature. The clustering analysis is used as the core-computing technology, allowing for an empirically based categorization. This study also presents a real-world case study in the automotive industry to illustrate the proposed approach. Findings: This study confirmed the potential of clustering analysis for a consistent project categorization. The most important attributes that influenced the project grouping have been identified including strategic and intrinsic features. The proposed approach helps increase the visibility of the portfolio’s structure and the comparability of its components. Originality/value: There is a lack of research regarding project categorization methods, particularly for the purpose of PPS. A novel data-driven process is proposed to help mitigate the issues raised by prior researchers including the inconsistencies, ambiguities and multiple interpretations related to the taken-for-granted categories. The suggested approach is also expected to facilitate projects evaluation and prioritization within appropriate categories and contribute in PPS effectiveness. © 2021, Emerald Publishing Limited.",Strategic alignment - Selection,Strategic alignment,Selection
Machine learning in project analytics: a data-driven framework and case study,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138126779&doi=10.1038%2fs41598-022-19728-x&partnerID=40&md5=41090bb4d7a9c0ca75e1b7c4a5712b8a,"The analytic procedures incorporated to facilitate the delivery of projects are often referred to as project analytics. Existing techniques focus on retrospective reporting and understanding the underlying relationships to make informed decisions. Although machine learning algorithms have been widely used in addressing problems within various contexts (e.g., streamlining the design of construction projects), limited studies have evaluated pre-existing machine learning methods within the delivery of construction projects. Due to this, the current research aims to contribute further to this convergence between artificial intelligence and the execution construction project through the evaluation of a specific set of machine learning algorithms. This study proposes a machine learning-based data-driven research framework for addressing problems related to project analytics. It then illustrates an example of the application of this framework. In this illustration, existing data from an open-source data repository on construction projects and cost overrun frequencies was studied in which several machine learning models (Python’s Scikit-learn package) were tested and evaluated. The data consisted of 44 independent variables (from materials to labour and contracting) and one dependent variable (project cost overrun frequency), which has been categorised for processing under several machine learning models. These models include support vector machine, logistic regression, k-nearest neighbour, random forest, stacking (ensemble) model and artificial neural network. Feature selection and evaluation methods, including the Univariate feature selection, Recursive feature elimination, SelectFromModel and confusion matrix, were applied to determine the most accurate prediction model. This study also discusses the generalisability of using the proposed research framework in other research contexts within the field of project management. The proposed framework, its illustration in the context of construction projects and its potential to be adopted in different contexts will significantly contribute to project practitioners, stakeholders and academics in addressing many project-related issues. © 2022, The Author(s).",Strategic alignment - Selection,Strategic alignment,Selection
